,jobCode,synteza,nazwa_zawodu
283,264101,"Przygotowuje naukowe źródła historyczne, archiwalne i filologiczne (dzieła literackie) do ogłoszenia drukiem, według zespołu naukowo uzasadnionych metod ustalania i udostępniania różnych typów źródeł historycznych i filologicznych.",Edytor materiałów źródłowych
284,722201,"Wykonuje eguter (zestaw sit fosforobrązowych) do sporządzania znaków wodnych papierów wartościowych, z matrycy i kontrmatrycy rzeźby wykonanej przez modelarza znaków wodnych, za pomocą specjalnych urządzeń do precyzyjnych pomiarów odległości, do tłoczenia, zgrzewania i innych.",Eguterzysta
285,235902,"Egzaminator on-line ocenia kompetencje osób egzaminowanych, stosując narzędzia pracy i komunikacji zdalnej.
Celem pracy egzaminatora on-line jest ocena kompetencji uczestników egzaminu, realizowana za pomocą narzędzi pracy i komunikacji zdalnej. Zadaniem egzaminatora jest także określenie struktury egzaminu adekwatnej do formy wskazanej przez instytucję odpowiedzialną za jego przeprowadzenie, jak również opracowanie kryteriów egzaminacyjnych. Egzaminator we współpracy z ekspertem lub zespołem ekspertów z danej dziedziny wiedzy opracowuje zapisy zadań egzaminacyjnych, określając treści kształcenia i umiejętności weryfikowane przez poszczególne zadania, a następnie przeprowadza i nadzoruje egzamin, ocenia prace egzaminacyjne zgodnie z określonymi wcześniej kryteriami, a także opracowuje informacje zbiorcze o egzaminie i publikuje jego wyniki. Egzaminator on-line jest odpowiedzialny za weryfikację poprawności działania narzędzi zastosowanych do przeprowadzenia egzaminu i środków multimedialnych użytych w zadaniach egzaminacyjnych. Do jego obowiązków należy także archiwizowanie prac i protokołów egzaminacyjnych. Ponadto zgodnie ze specyfiką egzaminu aktualizuje zadania i stosowane formy egzaminacyjne.",Egzaminator on-line
286,235903,"Przeprowadza egzamin państwowy, sprawdzający kwalifikacje osoby ubiegającej się o uprawnienie do kierowania pojazdem.",Egzaminator osób ubiegających się o uprawnienia do kierowania pojazdem
287,213302,"Ekolog bada środowisko przyrodnicze, wskazuje zagrożenia, działa na rzecz ochrony przyrody i zrównoważonego rozwoju.
Ekolog jest zawodem złożonym, skupiającym zadania o charakterze badawczym, ekspercko-doradczym, społecznym. Celem pracy ekologa jest praktyczne wykorzystanie wiedzy, w szczególności ekologicznej, dla wdrażania zasad zrównoważonego rozwoju. Ekolog bada stan środowiska przyrodniczego, wzajemne zależności między organizmami oraz między organizmami a otaczającym je środowiskiem. Oceniając wpływ człowieka na środowisko, ekolog rozpoznaje i prognozuje szczególnie zjawiska negatywne. W przypadkach inwestycji o negatywnym oddziaływaniu na środowisko, zadaniem ekologa jest przygotowanie i wdrażanie działań dotyczących ochrony przyrody oraz przywracających równowagę przyrodniczą (projekty kompensacji przyrodniczych). Ekolog reaguje w przypadkach łamania przepisów dotyczących ochrony środowiska i ochrony przyrody, włącznie z wnioskowaniem o zmiany w obowiązującym prawie. Do zadań ekologa należy również opracowywanie projektów i wdrażanie działań prośrodowiskowych, w tym edukacyjnych i kampanii społecznych. Ekolog jest inicjatorem działań proekologicznych, często aktywizuje w tym celu społeczność lokalną. Efektem pracy ekologa są wyniki badań, ekspertyzy i raporty przyrodnicze oraz środowiskowe, opinie w zakresie wpływu na środowisko przyrodnicze bieżących i planowanych inwestycji, technologii, urządzeń. Przyjmują one często formę publikacji naukowych i popularyzacyjnych.",Ekolog
288,263101,"Zajmuje się empiryczną weryfikacją praw ekonomicznych na podstawie pozyskanych wiarygodnych danych - najczęściej pochodzących z obserwacji statystycznej; analizuje relacje dotyczące zachowań podmiotów gospodarczych w aspekcie technicznym mikro- i makroekonomicznym, statystycznym i dynamicznym oraz tożsamościowym i instytucjonalnym; przeprowadza obliczenia efektywności procesów gospodarczych.",Ekonometryk
289,263102,"Zajmuje się analizą porównawczą systemów ekonomicznych, podstaw, mechanizmów i efektywności ich funkcjonowania oraz implikacji dla polityki gospodarczej, oceną celów i narzędzi polityki makroekonomicznej, regionalnej i sektorowej państwa oraz ich skuteczności; bada skuteczność i efektywność działania instytucji rządowych, pozarządowych i samorządowych; analizuje: czynniki kształtujące wielkość popytu, podaży oraz poziom cen różnych dóbr i usług, a także ustala współzależności między nimi, sytuacje na rynkach czynników produkcji (pracy, kapitału, nieruchomości) oraz na rynkach towarów i usług; wykonuje kompleksowe analizy funkcjonowania podmiotów gospodarczych; przedkłada wnioski dotyczące opłacalności działalności gospodarczej konkretnego podmiotu oraz dotyczące ewentualnej potrzeby restrukturyzacji oraz innych alternatywnych rozwiązań organizacyjnych i finansowych; opracowuje strategię działania (konkurowania, przedsiębiorczą, marketingową, rozwoju) konkretnego podmiotu gospodarczego.",Ekonomista
290,441201,"Wykonuje czynności związane z gromadzeniem przesyłek pocztowych, ich przygotowaniem do wyekspediowania, załadowaniem i wyładowaniem ze środka transportu, konwojowaniem oraz rozbiorem ładunku i opracowaniem przesyłek w miejscu docelowym.",Ekspedient pocztowy
291,524905,Odpowiada za przyjmowanie zgłoszeń klientów w stacjach obsługi pojazdów; zajmuje się prowadzeniem dokumentacji związanej z procesem zakupu i sprzedaży usług i produktów w stacji obsługi pojazdów.,Ekspedient stacji obsługi pojazdów
292,524903,Zajmuje się obsługą klientów korzystających z punktu usługowego.,Ekspedient w punkcie usługowym
293,432101,"Ekspedient wypożyczalni zajmuje się odpłatnym wypożyczaniem artykułów użytkowych różnego rodzaju.
Ekspedient wypożyczalni jest zawodem o charakterze usługowym. Celem jego pracy jest wypożyczanie za odpłatnością artykułów użytku osobistego i domowego, a także maszyn, urządzeń, pojazdów i innych, osobom fizycznym oraz przedsiębiorstwom. Do zadań ekspedienta wypożyczalni należy przedstawienie oferty klientowi, ustalenie warunków wypożyczenia rzeczy, potwierdzenie stanu technicznego wypożyczanej rzeczy, jak również sporządzenie dokumentacji dotyczącej wypożyczenia. Jeśli wartość wypożyczanego artykułu użytkowego jest znaczna, niezbędne jest potwierdzenie wiarygodności klienta lub pobranie kaucji pieniężnej. Zwrot wypożyczonego artykułu użytkowego wiąże się ze sprawdzeniem jej stanu technicznego, sporządzeniem dokumentacji i rozliczeniem usługi. W przypadku stwierdzenia niesprawności artykułu użytkowego, ekspedient wypożyczalni zleca jej usprawnienie, przywrócenie do poprzedniego stanu. Monitoruje również czas wypożyczenia i w przypadku przekroczenia terminu zwrotu artykułu użytkowego kontaktuje się klientem, ustalając dodatkowe warunki świadczonej usługi. Do wykonywania pracy ekspedienta wypożyczalni niezbędna jest znajomość struktury asortymentowej produktów, które wypożyczalnia oferuje oraz umiejętność rzeczowego przedstawiania ich wad i zalet klientowi.",Ekspedient wypożyczalni
294,432303,"Ekspedytor planuje, organizuje, nadzoruje wysyłkę towarów oraz przygotowuje, wysyła i rozlicza dokumentację ekspedycyjną.
Ekspedytor jest zawodem o charakterze usługowym. Celem pracy ekspedytora jest przygotowanie przesyłki i towarzyszących jej dokumentów do transportu – zgodnie z ustalonymi warunkami, terminem i miejscem dostawy. Ekspedytor gromadzi informacje niezbędne do wykonania planu dostaw i przyjmuje zlecenia na przygotowanie wysyłki. Zajmuje się przyjmowaniem, wydawaniem towarów, nadzoruje ważenie, mierzenie, pakowanie i załadunek przesyłek, a także prawidłowe wypełnienie listów przewozowych. Formuje odpowiednie partie przesyłek, dobiera do nich rodzaj i środek transportu, przygotowuje opakowania, oznakowanie i odpowiednie dokumenty, w tym list przewozowy i faktury oraz zleca wykonanie wysyłki. Weryfikuje zasadność ewentualnych reklamacji związanych z wysyłanymi towarami (sporządza protokół reklamacji) oraz prowadzi ewidencję obrotu towarowego i dokumentów ekspedycyjnych. Ekspedytor może podjąć pracę w przedsiębiorstwach produkcyjnych lub firmach przewozowych, spedycyjnych i logistycznych.",Ekspedytor
295,524401,Organizuje wysyłkę towaru do nabywcy: kompletuje i przygotowuje produkt zamówiony drogą pocztową i internetową.,Ekspedytor sprzedaży wysyłkowej / internetowej
296,242206,"Orzeka o udzielaniu patentów i dodatkowych praw ochronnych na wynalazki, praw ochronnych na wzory użytkowe oraz znaki towarowe, a także praw z rejestracji wzorów przemysłowych, oznaczeń geograficznych i topografii układów scalonych; rozstrzyga sprawy w postępowaniu spornym w zakresie określonym właściwą ustawą.",Ekspert w Urzędzie Patentowym RP
297,333103,"Organizowanie prac w terminalach przeładunkowych w zakresie przemieszczania ładunków na lub z jednostek transportu dalekiego - statków, wagonów, samochodów, barek, kontenerów; nadzorowanie obsługi suwnic, żurawi stacjonarnych i jezdniowych, urządzeń przenośnikowo-załadunkowych, urządzeń do pneumatycznego przeładunku zboża, wózków platformowo - akumulatorowych, wózków kontenerowych; dbanie o właściwy stan jakościowy i ilościowy ładunków przemieszczanych przez port.",Eksploatator portu
298,332201,"Ekspozytor towarów (merchandiser) odpowiada za prawidłową i przyczyniającą się do wzrostu sprzedaży ekspozycję towaru w obrębie powierzchni sprzedażowej w celu zwiększania atrakcyjności produktu.
Ekspozytor towarów (merchandiser) jest zawodem związanym z działalnością handlową. Celem pracy osoby zatrudnionej w tym zawodzie jest podniesienie subiektywnej wartości eksponowanego towaru w oczach potencjalnych klientów, co w efekcie ma doprowadzić do wzrostu jego konsumpcji. Ekspozytor towarów (merchandiser) ma obowiązek znać i stosować elementarne zasady merchandisingu, sztuki prezentacji, podstawy psychologii społecznej oraz mechanizmy towarzyszące zakupowi towarów. Do jego zadań należy dbanie o odpowiedni sposób prezentacji i ułożenia towaru, pozycjonowanie marki/produktu na powierzchni sprzedażowej, dopilnowanie stałej obecności produktów na półkach, kontrola dat ich przydatności do użytku, monitorowanie rotacji towaru oraz szybka reakcja na braki magazynowe.",Ekspozytor towarów (merchandiser)
299,313101,"Elektroenergetyk elektrowni cieplnych obsługuje, naprawia i konserwuje urządzenia elektroenergetyczne.
Zadaniem elektroenergetyka elektrowni cieplnych jest zapewnienie ciągłości pracy elektrowni. Do jego obowiązków należy monitorowanie stanu urządzeń elektrowni m.in: transformatorów, generatorów, instalacji oświetlenia i sygnalizacji. Elektroenergetyk elektrowni cieplnych odpowiada za prawidłowe działanie urządzeń pomocniczych elektrowni (napędów elektrycznych pomp, wentylatorów, młynów, baterii akumulatorowych, układów sprężonego powietrza, modułów zasilania rezerwowego itp.). Ponadto elektroenergetyk elektrowni cieplnych wykonuje prace konserwacyjno-remontowe urządzeń elektrycznych w ruchu i podczas postoju. Wykonuje pomiary wielkości elektrycznych (oporności izolacji, poboru prądu i mocy) i nieelektrycznych (ciśnienia, temperatury). W przypadku awarii elektroenergetyk elektrowni cieplnych lokalizuje, określa przyczyny i usuwa jej skutki. Wykonuje również proste prace ogólnobudowlane związane z realizacją zewnętrznych instalacji elektroenergetycznych oraz montaż nowych instalacji na podstawie dokumentacji technicznej. Elektroenergetyk elektrowni cieplnych prowadzi także nadzór nad pracą innych wykonawców. W procedurach ruchowych zakładu przekazuje urządzenia i instalacje na poszczególnych zmianach, prowadzi książki raportów.",Elektroenergetyk elektrowni cieplnych
300,313102,"Wykonuje czynności techniczne przy obsłudze, konserwacji i naprawach urządzeń elektroenergetycznych, sprawuje nadzór nad pracą tych urządzeń oraz utrzymuje w pełnej gotowości ruchowej pomiarowe urządzenia elektryczne i hydrotechniczne, posługując się urządzeniami i aparaturą pomiarową.",Elektroenergetyk elektrowni wodnych
301,313103,Synchronizuje turbogeneratory z systemem energetycznym oraz liniami energetycznymi; steruje zdalnie z nastawni ruchem urządzeń energetycznych pracujących na wydziałach produkcyjnych; dokonuje niezbędnych przełączeń w celu bezawaryjnego zasilania odbiorców energii elektrycznej.,Elektroenergetyk nastawni
302,313104,"Instaluje, naprawia i sprawdza przyrządy pomiarowe, aparaturę zabezpieczającą, sterującą i sygnalizującą oraz obwody wtórne, łącznie z ich montażem i remontami; przeprowadza laboratoryjne próby działania poszczególnych układów oraz wykonuje próby w ruchu i pomiary po montażu, w celu sprawdzenia funkcjonowania układów i urządzeń.",Elektroenergetyk pomiarów i zabezpieczeń
303,741201,"Instaluje, montuje, demontuje i naprawia urządzenia elektryczne takie jak: sprzęt zmechanizowany, chłodziarki, urządzenia grzejne, klimatyzacyjne i sprzęt oświetleniowy, wykorzystując narzędzia elektromonterskie, ślusarskie, elektronarzędzia oraz podstawowe mierniki elektryczne; przeprowadza diagnozowanie stanu technicznego instalacji i urządzeń elektrycznych.",Elektromechanik
304,741202,"Elektromechanik elektrycznych przyrządów pomiarowych montuje, naprawia, reguluje, sprawdza i legalizuje elektryczną aparaturę pomiarową.
Elektromechanik elektrycznych przyrządów pomiarowych jest zawodem o charakterze usługowym. Zajmuje się montażem, zabudową oraz naprawą elektrycznych przyrządów pomiarowych analogowych i cyfrowych. Podstawowymi zadaniami elektromechanika jest zmontowanie elektrycznych przyrządów pomiarowych lub zamontowanie gotowego przyrządu w urządzeniu albo jego naprawa, dokonanie odpowiednich regulacji i pomiarów w celu osiągnięcia wymaganej dokładności wskazań (dokonanie jego kalibracji). Manipuluje niewielkimi elementami, wykonuje precyzyjne, skoordynowane ruchy, operuje precyzyjnymi narzędziami. Pracę wykonuje się na odpowiednio wyposażonym w narzędzia i przyrządy sprawdzające stanowisku pracy. Elektromechanik elektrycznych przyrządów pomiarowych posiada wiedzę z zakresu znajomości elementów elektromechanicznych i elektronicznych oraz umiejętność czytania i analizy schematów elektrycznych i montażowych. Organizuje stanowisko pracy: przygotowuje do montażu, m.in. zapoznaje się z dokumentacją techniczną montażu, kompletuje zestaw narzędzi i urządzeń testujących; wykonuje czynności montażowe, przeprowadza testy kontrolne zmontowanego przyrządu pomiarowego. Świadczy pracę w działach utrzymania ruchu przedsiębiorstw, w zakładach usługowych montujących, serwisujących i legalizujących elektryczne przyrządy pomiarowe.",Elektromechanik elektrycznych przyrządów pomiarowych
305,741203,"Instaluje w samochodach elektryczne i elektroniczne urządzenia, prawidłowo ustawia zapłon i światła samochodowe; przeprowadza naprawy lub regeneruje uszkodzone urządzenia elektryczne, posługując się amperomierzami, woltomierzami, urządzeniami diagnostycznymi do ustawiania i regulacji zapłonu i ustawiania świateł, kluczami dynamometrycznymi, wkrętakami z napędem pneumatycznym, specjalnymi przyrządami umożliwiającymi montowanie i demontowanie elektrycznych urządzeń samochodowych oraz typowymi narzędziami ślusarskimi.",Elektromechanik pojazdów samochodowych
306,741204,"Instaluje, a także montuje i demontuje różne urządzenia elektryczne gospodarstwa domowego: sprzęt zmechanizowany, chłodziarki, urządzenia grzejne, klimatyzacyjne i sprzęt oświetleniowy, wykorzystując narzędzia elektromonterskie, ślusarskie, elektronarzędzia oraz podstawowe mierniki elektryczne, w celu diagnozowania stanu technicznego instalacji i urządzeń elektrycznych.",Elektromechanik sprzętu gospodarstwa domowego
307,741205,"Elektromechanik urządzeń chłodniczych montuje, serwisuje i naprawia urządzenia chłodnicze oraz dozoruje ich pracę w trybie ciągłym.
Elektromechanik urządzeń chłodniczych jest zawodem o charakterze usługowym. Celem pracy jest montowanie, serwisowanie i utrzymanie ciągłości pracy urządzeń chłodniczych. Efektem działań elektromechanika urządzeń chłodniczych są sprawne i bezpieczne urządzenia chłodnicze (chłodziarki, szafy i lady chłodnicze), klimatyzacyjne i pompy ciepła oraz sprawne podzespoły w chłodniach, zamrażalniach i mroźniach. Przyjmuje on zlecenia naprawy urządzenia chłodniczego, diagnozuje miejsce i rodzaj usterki (w układzie elektrycznym czy chłodniczym), usuwa ją. Ustawia parametry pracy chłodni zgodnie z wymogami stawianymi przechowalniom w zależności od rodzaju przyjmowanych artykułów spożywczych, reguluje temperaturę schładzania. Planuje i wykonuje okresowe przeglądy instalacji chłodniczej. Montuje podzespoły elektromechaniczne zgodnie z dokumentacją techniczną urządzenia. Instaluje urządzenia chłodnicze, klimatyzacyjne i pompy ciepła u odbiorcy. W przypadku przemysłowych urządzeń chłodniczych czuwa nad prawidłowym przebiegiem pracy.",Elektromechanik urządzeń chłodniczych
308,741206,"Wykonuje prace instalacyjne, konserwacyjne i naprawcze urządzeń sterowania ruchem kolejowym, urządzeń stacyjnych i liniowych oraz innych urządzeń związanych z bezpieczeństwem ruchu pociągów, za pomocą podstawowych narzędzi elektromonterskich, z użyciem przenośnych przyrządów kontrolno-pomiarowych.",Elektromechanik urządzeń sterowania ruchem kolejowym
309,741207,"Wykonuje prace instalacyjno-montażowe oraz konserwacyjno-naprawcze instalacji zalicznikowej, typowych odbiorników energii jedno- i trójfazowych w zakładach pracy i budynkach użyteczności publicznej, posługując się narzędziami elektromonterskimi; przeprowadza podstawowe pomiary elektryczne instalacji i urządzeń w celu diagnozowanie ich stanu technicznego.",Elektromonter (elektryk) zakładowy
310,741101,"Wykonuje wszelkiego typu elektryczne instalacje oświetleniowe i siłowe, dobierając odpowiednie przewody, osprzęt instalacyjny, elektryczne urządzenia rozdzielcze i zabezpieczające niskiego napięcia lub remontuje, konserwuje instalacje istniejące, posługując się typowymi narzędziami elektromonterskimi, elektrycznymi przenośnymi przyrządami pomiarowymi oraz zapewniając odpowiednie warunki eksploatacji instalacji i elektrycznych urządzeń odbiorczych.",Elektromonter instalacji elektrycznych
311,741301,"Buduje, konserwuje i naprawia linie kablowe do 1 kV, przygotowuje trasy kablowe w zabudowie miejskiej i na otwartych przestrzeniach, wykonuje głowice i mufy kablowe; posługuje się sprzętem specjalistycznym oraz narzędziami ślusarskimi i monterskimi.",Elektromonter linii kablowych
312,741209,"Wykonuje elektryczne prace instalacyjne, montażowe, konserwacyjne i naprawcze elektrycznej sieci pokładowej na statkach powietrznych, maszyn i urządzeń lotniczych, posługując się narzędziami elektromonterskimi, ślusarskimi i przenośną aparaturą kontrolno-pomiarową, służącą do sprawdzania stanu technicznego elektrycznych urządzeń pokładowych.",Elektromonter lotniczy
313,741210,"Wykonuje prace montażowe i instalacyjne podzespołów elektromechanicznych i hydraulicznych w zakładach wytwórczych maszyn elektrycznych, a także w docelowym miejscu pracy dużych maszyn wirujących, wykorzystując odpowiednie środki transportu, urządzenia dźwignicowe, narzędzia specjalne oraz ślusarskie, stolarskie, elektromonterskie i elektryczną aparaturę kontrolno-pomiarową.",Elektromonter maszyn elektrycznych
314,741211,"Wykonuje prace instalacyjne, konserwacyjne i naprawcze maszyn elektrycznych, urządzeń elektrycznych koparek wielonaczyniowych i zwałowarek, urządzeń elektrycznych przenośników taśmowych w kopalniach górnictwa odkrywkowego, a także prace montażowo-demontażowe w obrębie lokalnych stacji i instalacji elektroenergetycznych, trakcji elektrycznych taboru kolejowego; posługuje się dokumentacją techniczno-ruchową oraz podstawowymi narzędziami elektromonterskimi i przenośnymi przyrządami elektrycznymi do diagnostyki pracy urządzeń.",Elektromonter maszyn i urządzeń górnictwa odkrywkowego
315,741212,"Elektromonter maszyn i urządzeń górnictwa podziemnego montuje i utrzymuje w gotowości do pracy sieci elektroenergetyczne, maszyny i urządzenia elektryczne.
Elektromonter maszyn i urządzeń górnictwa podziemnego jest zawodem o charakterze usługowym. Wykonuje on prace montażowe i obsługę maszyn i urządzeń elektrycznych, urządzeń elektrycznych maszyn wydobywczych i transportowych, a także elektroenergetycznych sieci oraz elektromechanicznych urządzeń towarzyszących, posługując się narzędziami elektromonterskimi oraz elektryczną, przenośną aparaturą kontrolno-pomiarową. Diagnozuje stan techniczny instalacji i urządzeń elektrycznych kopalni. Sprawdza poprawność i jakość wykonywanej przez siebie pracy.",Elektromonter maszyn i urządzeń górnictwa podziemnego
316,741302,"Elektromonter napowietrznych linii niskich i średnich napięć bierze udział w budowie, przebudowie, remontach i eksploatacji tych linii elektroenergetycznych.
Elektromonter napowietrznych linii niskich i średnich napięć (nn i SN) jest zawodem o charakterze usługowym. Celem pracy elektromontera jest udział w budowie, przebudowie i modernizacji linii nn i SN, na podstawie dokumentacji technicznej, z uwzględnieniem właściwych technologii prac. Elektromonter napowietrznych linii nn i SN bierze udział w eksploatacji linii, w cyklicznych i poawaryjnych oględzinach linii, ocenia stan techniczny elementów linii, ustala przyczyny zakłóceń. Usuwa zdiagnozowane i zlokalizowane przyczyny i skutki awarii, na bieżąco naprawia, remontuje, konserwuje i reguluje eksploatowaną linię. Elektromonter napowietrznych linii nn i SN przyłącza odbiorców energii elektrycznej do linii, wykonuje odgałęzienia od linii SN dla odbiorców przyłączonych na napięciu średnim oraz przyłącza niskiego napięcia dla odbiorców przyłączonych do linii niskiego napięcia. Szczególnym rodzajem linii wykonywanych, przyłączanych i konserwowanych przez elektromontera napowietrznych linii nn i SN są ciągi oświetlenia ulicznego montowane na słupach linii niskiego napięcia.",Elektromonter napowietrznych linii niskich i średnich napięć
317,741303,"Wykonuje prace montażowe przy budowie i remontach linii napowietrznych wysokich i najwyższych napięć 110, 220, 380, 700 kV, ustawiając słupy, głównie kratowe, zawieszając łańcuchy izolatorów, przewody i osprzęt w warunkach bardzo niebezpiecznych, na dużych wysokościach, posługując się sprzętem i narzędziami specjalnymi, radiotelefonem itp.",Elektromonter napowietrznych linii wysokich i najwyższych napięć
318,741213,"Wykonuje elektryczne prace instalacyjne oraz montażowo-demontażowe maszyn i urządzeń elektrycznych na jednostkach pływających żeglugi morskiej i śródlądowej, posługując się narzędziami elektromonterskimi, ślusarskimi i specjalnymi oraz elektrycznymi przyrządami pomiarowymi w celu diagnozowania stanu technicznego urządzeń.",Elektromonter okrętowy
319,741304,"Lokalizuje i usuwa przyczyny uszkodzeń i awarii w eksploatacji sieci elektroenergetycznej wszystkich napięć, wykonuje doraźne naprawy uszkodzeń zasilania, stosując narzędzia ślusarskie, elektromonterskie i specjalistyczne, aparaturę kontrolno-pomiarową i specjalny sprzęt.",Elektromonter pogotowia elektroenergetycznego
320,741214,"Instaluje oraz montuje rozdzielnice i rozdzielnie niskiego napięcia (do 1 kV), posługując się narzędziami elektromonterskimi, ślusarskimi, a także wykonuje podstawowe pomiary elektryczne w celu diagnozowania stanu technicznego instalacji oraz typowych odbiorników energii elektrycznej małej mocy.",Elektromonter prefabrykowanych stacji transformatorowych
321,741102,"Wykonuje elektroenergetyczne oraz elektryczne instalacje zasilające i sterujące, montuje urządzenia elektryczne oraz oprawy różnego typu reklam świetlnych w różnych warunkach terenowych i na budynkach przy wykorzystaniu dźwigów samojezdnych, posługując się narzędziami elektromonterskimi, ślusarskimi oraz przenośną, elektryczną aparaturą kontrolno-pomiarową w celu diagnozowania stanu technicznego instalacji i urządzeń towarzyszących.",Elektromonter reklam świetlnych
322,741215,"Wykonuje prace instalacyjne oraz montażowo-demontażowe w obrębie stacji trakcyjnych, konserwuje i remontuje urządzenia elektryczne stacji, posługując się narzędziami elektromonterskimi, ślusarskimi i specjalnymi, a także wykonuje podstawowe pomiary elektryczne w celu diagnozowania stanu technicznego urządzeń.",Elektromonter rozdzielni i podstacji trakcyjnych
323,741305,"Elektromonter sieci trakcyjnej wykonuje roboty budowlane i utrzymaniowe sieci trakcyjnej i urządzeń z nią związanych.
Elektromonter sieci trakcyjnej jest zawodem o charakterze elektryczno-budowlano-montażowym. Istotą pracy elektromontera sieci trakcyjnej jest montaż, naprawa i konserwacja sieci trakcyjnej oraz urządzeń z nią związanych. Do podstawowych czynności związanych z budową sieci trakcyjnej należy: montaż fundamentów, konstrukcji wsporczych, osprzętu, podwieszeń, aparatury elektromechanicznej, uszynień oraz wywieszenie i regulacja sieci jezdnej. Utrzymanie obejmuje oględziny oraz czynności łączeniowe, wymianę uszkodzonych elementów, naprawy planowe i awaryjne, a także regulacje i pomiary sieci trakcyjnej. Prace wykonywane przez elektromontera sieci trakcyjnej muszą charakteryzować się dużą starannością z zachowaniem obowiązujących norm i zasad i przepisów BHP. Jednocześnie praca elektromontera wymaga nadzoru i kontroli oraz musi być odnotowywana w dokumentacji budowlanej i utrzymaniowej sieci trakcyjnej. Prace wykonywane w warunkach szczególnego zagrożenia odbywają się na pisemne polecenie przez osoby posiadające ważne świadectwo kwalifikacyjne do eksploatacji urządzeń elektrycznych powyżej 1 kV.",Elektromonter sieci trakcyjnej
324,741216,"Wykonuje elektryczne prace instalacyjne i montażowe oraz konserwuje i remontuje maszyny i urządzenia elektryczne w jednostkach taboru szynowego kolejowego i tramwajowego, posługując się narzędziami elektromonterskimi, ślusarskimi i specjalnymi oraz przenośną elektryczną aparaturą kontrolno-pomiarową w celu diagnozowania stanu technicznego instalacji i urządzeń elektrycznych.",Elektromonter taboru szynowego
325,741217,"Wykonuje elektryczne prace instalacyjno-montażowe, a także konserwacyjno-remontowe w siłowniach telekomunikacyjnych, posługując się narzędziami elektromonterskimi, ślusarskimi i wykonując pomiary elektryczne przy wykorzystaniu przewoźnej i innej przenośnej elektrycznej aparatury pomiarowej w celu diagnozowania stanu technicznego urządzeń elektrycznych siłowni.",Elektromonter telekomunikacyjnych urządzeń zasilających
326,741218,"Wykonuje elektryczne prace instalacyjno-montażowe oraz konserwacyjno- remontowe transformatorów mocy na stacjach elektroenergetycznych, posługując się narzędziami elektromonterskimi, ślusarskimi i specjalnymi oraz przenośną elektryczną aparaturą kontrolno-pomiarową w celu diagnozowania stanu technicznego instalowanych linii elektroenergetycznych i transformatora.",Elektromonter transformatorów
327,741219,"Wykonuje proste i złożone pomiary elektryczne, a także montuje i reguluje obwody automatyki zabezpieczeniowej sieci elektroenergetycznej, posługując się miernikami, elektrycznym osprzętem pomiarowym, różnego typu przekaźnikami specjalizowanymi oraz narzędziami ślusarskimi i elektromonterskimi oraz zapewniając w eksploatacji odpowiednie warunki pracy generatorów, linii, transformatorów i silników elektrycznych (odbiorników).",Elektromonter układów pomiarowych i automatyki zabezpieczeniowej
328,741220,"Wykonuje prace instalacyjno-montażowe oraz konserwacyjno-naprawcze elektrycznych urządzeń sygnalizacji świetlnej i dźwiękowej, posługując się narzędziami elektromonterskimi, ślusarskimi i specjalnymi oraz przenośną, elektryczną aparaturą kontrolno-pomiarową w celu diagnozowania stanu technicznego instalacji i urządzeń elektrycznych.",Elektromonter urządzeń sygnalizacyjnych
329,741208,"Elektromonter/konserwator urządzeń dźwignicowych wykonuje montaż, naprawę, przeglądy i badania okresowe urządzeń dźwignicowych.
Elektromonter/konserwator urządzeń dźwignicowych jest zawodem o charakterze usługowym. Celem jego pracy jest utrzymanie w należytym stanie technicznym urządzeń dźwignicowych. Montuje nowe urządzenia, usuwa zgłoszone usterki, systematycznie kontroluje systemy bezpieczeństwa urządzeń, dokonuje przeglądów konserwacyjnych w okresach zgodnych z instrukcją eksploatacji danego urządzenia, przygotowuje urządzenia i bierze udział w badaniach odbiorczych, okresowych i doraźnych przeprowadzanych przez Dozór Techniczny. Świadczy pracę w zakładach produkcyjnych, na placach i w bazach przeładunkowych, placach budów, w obiektach mieszkalnych i użyteczności publicznej.",Elektromonter/konserwator urządzeń dźwignicowych
330,229913,"Sprawuje kontrolę i obsługuje aparaturę elektromedyczną w zakresie: radiologii, radioterapii, elektrokardiografii (EKG), elektroencefalografii (EEG), tomografii komputerowej (TK), rezonansu magnetycznego (NMR) oraz audiometrii (pomiar słuchu); ocenia zdjęcia rentgenowskie pod kątem ich poprawności technicznej oraz przygotowuje je do konsultacji przez lekarza.",Elektroradiolog
331,741103,"Montuje, diagnozuje i naprawia instalacje, podzespoły oraz urządzenia elektryczne i elektroenergetyczne; diagnozuje stan izolacji, urządzeń i maszyn elektrycznych, lokalizuje uszkodzenia oraz wykonuje naprawy; dobiera zabezpieczenia instalacji, urządzeń i maszyn elektrycznych.",Elektryk
